[2016-09-15 16:12:50,366] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=state.change.logger (state.change.logger)
[2016-09-15 16:16:16,674] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,15] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,48] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,11] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,44] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,23] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,19] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,32] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,28] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,7] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,40] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,3] (state.change.logger)
[2016-09-15 16:16:16,675] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,36] (state.change.logger)
[2016-09-15 16:16:16,676] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,47] (state.change.logger)
[2016-09-15 16:16:16,676] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,14] (state.change.logger)
[2016-09-15 16:16:16,676] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,43] (state.change.logger)
[2016-09-15 16:16:16,677] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,10] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,22] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,18] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,31] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,27] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,39] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,6] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,35] (state.change.logger)
[2016-09-15 16:16:16,679] TRACE Broker 1 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1]) correlation id 3 from controller 1 epoch 1 for partition [__consumer_offsets,2] (state.change.logger)
[2016-09-15 16:16:16,684] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,28] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,684] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,48] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,685] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,5] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,687] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,21] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,687] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,2] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,18] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,23] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,9] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,39] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,31] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,688] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,19] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,10] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,22] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,43] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,40] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,27] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,6] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,689] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,1] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,47] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,30] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,42] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,41] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,3] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,13] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,4] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,690] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,16] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,46] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,49] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,14] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,45] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,37] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,29] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,691] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,20] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,692] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,8] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,692] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,38] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,692] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,7] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,692] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,0] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,693] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,34] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,693] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,33] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,693] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,26] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,693] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,44] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,693] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,32] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,25] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,11] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,36] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,12] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,35] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,694] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,15] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,695] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,17] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,695] TRACE Controller 1 epoch 1 changed state of replica 1 for partition [__consumer_offsets,24] from NewReplica to OnlineReplica (state.change.logger)
[2016-09-15 16:16:16,701] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,0] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,29] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,48] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,10] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,45] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,26] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,7] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,42] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,4] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,23] (state.change.logger)
[2016-09-15 16:16:16,702] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,1] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,20] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,39] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,17] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,36] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,14] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,33] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,49] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,11] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,30] (state.change.logger)
[2016-09-15 16:16:16,703] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,46] (state.change.logger)
[2016-09-15 16:16:16,704] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,27] (state.change.logger)
[2016-09-15 16:16:16,706] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,8] (state.change.logger)
[2016-09-15 16:16:16,706] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,24] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,43] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,5] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,21] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,2] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,40] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,37] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,18] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,34] (state.change.logger)
[2016-09-15 16:16:16,707] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,15] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,12] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,31] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,9] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,47] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,19] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,28] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,38] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,35] (state.change.logger)
[2016-09-15 16:16:16,708] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,44] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,6] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,25] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,16] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,22] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,41] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,32] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,3] (state.change.logger)
[2016-09-15 16:16:16,709] TRACE Broker 1 handling LeaderAndIsr request correlationId 3 from controller 1 epoch 1 starting the become-leader transition for partition [__consumer_offsets,13] (state.change.logger)
[2016-09-15 16:16:17,537] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,22] (state.change.logger)
[2016-09-15 16:16:17,539] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,25] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,28] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,31] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,34] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,37] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,40] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,43] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,46] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,49] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,41] (state.change.logger)
[2016-09-15 16:16:17,540] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,44] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,47] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,1] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,4] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,7] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,10] (state.change.logger)
[2016-09-15 16:16:17,541] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,13] (state.change.logger)
[2016-09-15 16:16:17,542] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,16] (state.change.logger)
[2016-09-15 16:16:17,542] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,19] (state.change.logger)
[2016-09-15 16:16:17,543] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,2] (state.change.logger)
[2016-09-15 16:16:17,543] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,5] (state.change.logger)
[2016-09-15 16:16:17,543] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,8] (state.change.logger)
[2016-09-15 16:16:17,543] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,11] (state.change.logger)
[2016-09-15 16:16:17,546] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,14] (state.change.logger)
[2016-09-15 16:16:17,546] TRACE Broker 1 stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 3 for partition [__consumer_offsets,17] (state.change.logger)
